Census year,Construction year,Number of floors (above ground),Predominant space use,x,y,Latitude,longitude
2017,,1,House/Townhouse,144.9303,-37.7975,-37.7975447,144.9303263
2017,1880,4,Educational/Research,144.947,-37.8033,-37.8032991,144.9470253
2017,,2,House/Townhouse,144.9519,-37.8009,-37.80093859,144.9518578
2017,2002,2,Office,144.9565,-37.8047,-37.8047235,144.9565034
2017,1887,3,Unoccupied - Unused,144.961,-37.8134,-37.81338317,144.9609712
2017,1966,13,Commercial Accommodation,144.9643,-37.8174,-37.81742176,144.9643313
2017,,1,House/Townhouse,144.9315,-37.7986,-37.79860062,144.9314957
2017,2010,3,House/Townhouse,144.941,-37.7937,-37.79372387,144.9410431
2017,1936,2,Retail - Shop,144.9602,-37.8097,-37.80974653,144.9601855
2017,,2,House/Townhouse,144.9886,-37.8154,-37.81540378,144.9885505
2017,1980,2,House/Townhouse,144.9685,-37.8065,-37.80652573,144.9684912
2017,,2,House/Townhouse,144.9557,-37.8046,-37.80458273,144.9556524
2017,2005,3,Office,144.9536,-37.8124,-37.81236174,144.9536295
2017,,3,House/Townhouse,144.9535,-37.8043,-37.80434736,144.953453
2017,,2,House/Townhouse,144.9232,-37.7924,-37.79243481,144.9231937
2017,,4,Residential Apartment,144.9815,-37.8185,-37.81848232,144.9814996
2017,,3,House/Townhouse,144.9766,-37.8168,-37.81680059,144.9765984
2017,,3,Residential Apartment,144.9479,-37.7979,-37.79785988,144.9478604
2017,,1,House/Townhouse,144.9216,-37.7939,-37.79393955,144.921613
2017,,1,House/Townhouse,144.9432,-37.7919,-37.79185422,144.9431898
2017,1992,2,House/Townhouse,144.9252,-37.7887,-37.78872242,144.9252343
2017,2007,2,Office,144.9354,-37.8231,-37.82313528,144.9354196
2017,,4,Residential Apartment,144.9859,-37.8339,-37.8338556,144.9859165
2017,1870,2,Office,144.9572,-37.8041,-37.80412134,144.9571682
2017,1990,2,House/Townhouse,144.9245,-37.7905,-37.79046969,144.9244828
2017,,1,House/Townhouse,144.9326,-37.7958,-37.79583244,144.9325939
2017,,1,Equipment Installation,144.9484,-37.8034,-37.8033704,144.9483815
2017,1901,1,House/Townhouse,144.9435,-37.8065,-37.80650965,144.9435115
2017,,2,House/Townhouse,144.9824,-37.836,-37.83601026,144.9824324
2017,,1,House/Townhouse,144.9486,-37.7975,-37.79752718,144.9485836
2017,1870,2,House/Townhouse,144.9653,-37.8036,-37.80363974,144.965303
2017,2015,1,Unoccupied - Unused,144.9662,-37.7944,-37.79436683,144.9662277
2017,2003,23,Commercial Accommodation,144.9597,-37.824,-37.82398071,144.9597217
2017,1885,3,Unoccupied - Unused,144.9591,-37.8263,-37.82631847,144.9591423
2017,,2,House/Townhouse,144.9802,-37.8373,-37.83725475,144.980195
2017,,1,House/Townhouse,144.9514,-37.8061,-37.80611063,144.9513733
2017,1884,3,Entertainment/Recreation - Indoor,144.9655,-37.8116,-37.81158023,144.9655479
2017,,2,Office,144.9369,-37.7958,-37.79584024,144.9368904
2017,1878,2,Entertainment/Recreation - Indoor,144.9675,-37.7993,-37.79932154,144.9674737
2017,,2,House/Townhouse,144.9719,-37.7939,-37.79387165,144.9718896
2017,1893,4,Educational/Research,144.9851,-37.8316,-37.83164587,144.9851385
2017,1900,1,House/Townhouse,144.9267,-37.7916,-37.79158807,144.9266844
2017,1900,1,House/Townhouse,144.9329,-37.7898,-37.78975179,144.9328795
2017,,2,House/Townhouse,144.9481,-37.8071,-37.80714748,144.9480966
2017,,1,Equipment Installation,144.9537,-37.8198,-37.81984034,144.9537475
2017,1930,3,Residential Apartment,144.9645,-37.8039,-37.80386399,144.9645345
2017,1999,1,Wholesale,144.9175,-37.8006,-37.80060135,144.9175372
2017,,2,House/Townhouse,144.9726,-37.796,-37.79602476,144.9726212
2017,,2,House/Townhouse,144.9871,-37.8161,-37.81607361,144.9871338
2017,,2,House/Townhouse,144.9206,-37.7979,-37.79788871,144.9206445
2017,,2,Residential Apartment,144.9901,-37.812,-37.8119676,144.9901009
2017,1924,2,Entertainment/Recreation - Indoor,144.9599,-37.8139,-37.81386712,144.9599067
2017,1990,2,Storage,144.9188,-37.8223,-37.8222836,144.918804
2017,,1,House/Townhouse,144.9716,-37.7929,-37.79292307,144.9716191
2017,,2,House/Townhouse,144.9865,-37.8157,-37.81569565,144.986464
2017,1931,2,Manufacturing,144.9337,-37.7951,-37.79510177,144.9336755
2017,,1,House/Townhouse,144.9426,-37.8027,-37.80268056,144.942629
2017,1973,17,Office,144.9626,-37.8163,-37.81627563,144.9625915
2017,1900,1,House/Townhouse,144.9337,-37.7924,-37.79244525,144.9336635
2017,1870,2,Public Display Area,144.9851,-37.8138,-37.81382188,144.9851024
2017,,2,House/Townhouse,144.951,-37.8,-37.80000539,144.9510449
2017,,1,House/Townhouse,144.9246,-37.7952,-37.79523416,144.9245577
2017,,1,House/Townhouse,144.9667,-37.7963,-37.79631405,144.9666868
2017,2010,3,House/Townhouse,144.9408,-37.7935,-37.7934701,144.9408051
2017,1970,8,Office,144.9772,-37.8381,-37.83813749,144.977186
2017,,3,House/Townhouse,144.9213,-37.7961,-37.79610395,144.9213272
2017,1870,2,House/Townhouse,144.9488,-37.8025,-37.80253061,144.9488145
2017,2002,2,Storage,144.9337,-37.8032,-37.80324607,144.9337478
2017,,1,House/Townhouse,144.9445,-37.7928,-37.7927973,144.9445067
2017,,2,House/Townhouse,144.9652,-37.7964,-37.79642445,144.9652033
2017,2000,1,Retail - Stall,144.9671,-37.8159,-37.81593402,144.9671056
2017,1970,2,Residential Apartment,144.9531,-37.8081,-37.80806418,144.9531364
2017,2002,2,Entertainment/Recreation - Indoor,144.9414,-37.8153,-37.81534621,144.9413947
2017,1923,4,Retail - Shop,144.9697,-37.8156,-37.81556764,144.9697408
2017,2007,2,House/Townhouse,144.9348,-37.7915,-37.79147948,144.9348304
2017,,2,House/Townhouse,144.9852,-37.8372,-37.8372111,144.985235
2017,1996,6,Public Display Area,144.9524,-37.8254,-37.82542999,144.9524499
2017,,2,House/Townhouse,144.9682,-37.8042,-37.80416552,144.9681521
2017,,1,Entertainment/Recreation - Indoor,144.9431,-37.8064,-37.80643465,144.943086
2017,1890,3,Entertainment/Recreation - Indoor,144.9691,-37.8105,-37.81053347,144.9691192
2017,2004,7,Office,144.9556,-37.8129,-37.81290424,144.955573
2017,2005,40,Residential Apartment,144.9435,-37.8243,-37.82430946,144.943523
2017,2014,3,Residential Apartment,144.9486,-37.8018,-37.80180461,144.9486062
2017,,1,House/Townhouse,144.9443,-37.8092,-37.80917721,144.9443055
2017,2003,3,House/Townhouse,144.9508,-37.8016,-37.80158339,144.9507568
2017,2002,1,Wholesale,144.9337,-37.8032,-37.80324607,144.9337478
2017,,1,House/Townhouse,144.9878,-37.8129,-37.81292599,144.9877764
2017,,2,House/Townhouse,144.973,-37.7956,-37.79555377,144.9729845
2017,1970,2,Unoccupied - Unused,144.9546,-37.8073,-37.80726305,144.9546339
2017,1920,2,Hospital/Clinic,144.9874,-37.8157,-37.81569784,144.9874481
2017,,1,House/Townhouse,144.934,-37.7963,-37.79634682,144.933994
2017,1901,2,Office,144.9523,-37.8081,-37.80813354,144.9522577
2017,1900,1,House/Townhouse,144.9271,-37.7919,-37.79193257,144.9271446
2017,1900,1,House/Townhouse,144.9409,-37.7905,-37.79047743,144.9408577
2017,,2,Institutional Accommodation,144.9884,-37.8183,-37.81833765,144.9884033
2017,1900,1,House/Townhouse,144.9285,-37.792,-37.79195161,144.9284988
2017,2006,2,House/Townhouse,144.9409,-37.7803,-37.78026191,144.9408802
2017,,2,House/Townhouse,144.9582,-37.7807,-37.78069177,144.9582327
2017,,2,House/Townhouse,144.9477,-37.7944,-37.7944086,144.9477215
2017,,1,House/Townhouse,144.9288,-37.7973,-37.79728091,144.9287645
2017,1970,1,Retail - Cars,144.9497,-37.807,-37.80702819,144.9497461
2017,1903,6,Office,144.9602,-37.8166,-37.81659327,144.9601874
2017,,2,House/Townhouse,144.9853,-37.8135,-37.81353924,144.9852921
2017,,1,House/Townhouse,144.9437,-37.7944,-37.79443483,144.9436744
2017,1965,1,Workshop/Studio,144.9469,-37.8089,-37.80887455,144.9468756
2017,1870,2,House/Townhouse,144.9836,-37.8346,-37.8345927,144.9836423
2017,,1,House/Townhouse,144.9711,-37.7967,-37.79671669,144.9710995
2017,2000,2,House/Townhouse,144.9317,-37.794,-37.79400638,144.9316986
2017,,2,House/Townhouse,144.9566,-37.793,-37.79295286,144.9566365
2017,1860,1,House/Townhouse,144.9718,-37.798,-37.79802886,144.9718253
2017,2002,14,Residential Apartment,144.9848,-37.8161,-37.81608712,144.9848346
2017,2012,3,House/Townhouse,144.9397,-37.8227,-37.82274182,144.9396893
2017,,2,House/Townhouse,144.9247,-37.7942,-37.79422656,144.9246774
2017,2009,3,Unoccupied - Unused,144.9649,-37.8292,-37.82915244,144.9648605
2017,,1,House/Townhouse,144.9854,-37.8423,-37.84227436,144.9853931
2017,,1,House/Townhouse,144.9451,-37.7957,-37.7957114,144.9451232
2017,,2,House/Townhouse,144.9221,-37.7906,-37.79056828,144.9220551
2017,1914,2,Retail - Shop,144.9584,-37.8026,-37.80257831,144.9584011
2017,,2,House/Townhouse,144.9668,-37.7951,-37.79514767,144.9667789
2017,,2,House/Townhouse,144.9548,-37.8012,-37.80119495,144.9547886
2017,,1,House/Townhouse,144.949,-37.8004,-37.80039286,144.9490294
2017,1980,1,Manufacturing,144.9386,-37.825,-37.82502099,144.9385873
2017,,1,House/Townhouse,144.9424,-37.7882,-37.78818027,144.9423507
2017,,1,House/Townhouse,144.9437,-37.795,-37.79501248,144.9436752
2017,,1,House/Townhouse,144.9445,-37.8049,-37.8049247,144.9445089
2017,,1,House/Townhouse,144.9428,-37.7954,-37.79544351,144.942838
2017,1997,2,House/Townhouse,144.9226,-37.7918,-37.79182608,144.9225783
2017,1999,2,House/Townhouse,144.9216,-37.7965,-37.79647058,144.9215768
2017,2001,3,Residential Apartment,144.9701,-37.8256,-37.82561837,144.9701028
2017,2013,3,Storage,144.9152,-37.8314,-37.83136418,144.9151717
2017,1922,3,Entertainment/Recreation - Indoor,144.9642,-37.8111,-37.81107779,144.964194
2017,1865,4,Residential Apartment,144.9555,-37.8068,-37.80681082,144.9554954
2017,1920,6,Unoccupied - Unused,144.964,-37.8154,-37.81544356,144.9640202
2017,1880,2,Unoccupied - Unused,144.9665,-37.8012,-37.8011904,144.9664881
2017,,2,House/Townhouse,144.9205,-37.7961,-37.79607972,144.9204944
2017,1970,1,Hospital/Clinic,144.929,-37.7947,-37.79472148,144.9290284
2017,2007,2,Storage,144.9301,-37.7996,-37.79960343,144.9300792
2017,1930,1,House/Townhouse,144.9263,-37.7918,-37.79177871,144.9262957
2017,,1,House/Townhouse,144.9486,-37.8023,-37.80228291,144.9485691
2017,2014,2,House/Townhouse,144.9499,-37.797,-37.79697161,144.94994
2017,,2,House/Townhouse,144.9555,-37.7952,-37.79523184,144.9554999
2017,,1,House/Townhouse,144.975,-37.7932,-37.79321727,144.9749965
2017,,1,House/Townhouse,144.9859,-37.8146,-37.81459177,144.9858983
2017,,1,House/Townhouse,144.9473,-37.7959,-37.79586998,144.9473057
2017,,2,House/Townhouse,144.9728,-37.7932,-37.7931902,144.9727721
2017,2011,3,House/Townhouse,144.939,-37.8226,-37.82259063,144.9390232
2017,,2,House/Townhouse,144.9704,-37.7997,-37.79968187,144.9704109
2017,1900,1,Office,144.9299,-37.7939,-37.79390104,144.9299251
2017,1890,2,Retail - Shop,144.9559,-37.804,-37.804048,144.9559361
2017,1890,2,Residential Apartment,144.9489,-37.8032,-37.80319957,144.9488747
2017,1950,3,Residential Apartment,144.9825,-37.8374,-37.83739406,144.9824809
2017,,2,House/Townhouse,144.985,-37.8295,-37.82950728,144.9849763
2017,1999,2,House/Townhouse,144.9198,-37.7972,-37.79723584,144.919791
2017,0,2,Community Use,144.928,-37.7932,-37.79324379,144.9280055
2017,1911,8,Commercial Accommodation,144.9635,-37.8159,-37.81591921,144.9634974
2017,2005,4,Residential Apartment,144.9252,-37.7962,-37.79623462,144.9252365
2017,1920,2,Unoccupied - Unused,144.9592,-37.8081,-37.80814346,144.9591551
2017,1900,4,Office,144.9493,-37.8116,-37.81161449,144.9493026
2017,,2,House/Townhouse,144.9433,-37.7963,-37.79629059,144.9433177
2017,,1,House/Townhouse,144.9429,-37.7954,-37.79536063,144.9428522
2017,2004,3,Residential Apartment,144.9257,-37.7959,-37.79592719,144.9256947
2017,,1,House/Townhouse,144.9515,-37.8064,-37.80641357,144.9514631
2017,,2,House/Townhouse,144.9557,-37.7958,-37.79583629,144.9557294
2017,,1,House/Townhouse,144.9546,-37.795,-37.79504799,144.9546083
2017,,1,House/Townhouse,144.974,-37.7955,-37.79552967,144.9739851
2017,,2,House/Townhouse,144.9849,-37.8132,-37.81322726,144.9848987
2017,,2,House/Townhouse,144.9487,-37.8067,-37.80668181,144.9486866
2017,,1,House/Townhouse,144.9262,-37.7934,-37.79335694,144.9261836
2017,1950,1,Unoccupied - Unused,144.9433,-37.801,-37.80097407,144.9432626
2017,1930,2,Retail - Shop,144.9555,-37.8065,-37.80646085,144.9555377
2017,1990,2,House/Townhouse,144.92,-37.7916,-37.79164024,144.920015
2017,,2,House/Townhouse,144.9441,-37.7932,-37.79321339,144.9441091
2017,,2,Residential Apartment,144.9474,-37.7947,-37.7947418,144.947445
2017,1969,10,Residential Apartment,144.9632,-37.8095,-37.80953234,144.9632105
2017,2010,1,House/Townhouse,144.9288,-37.7903,-37.7902844,144.9287748
2017,1906,2,Entertainment/Recreation - Indoor,144.966,-37.8042,-37.80415089,144.9660235
2017,1910,1,House/Townhouse,144.9311,-37.7915,-37.79151296,144.9311472
2017,1910,2,Entertainment/Recreation - Indoor,144.9553,-37.8148,-37.81478619,144.9553068
2017,1973,16,Residential Apartment,144.9738,-37.814,-37.81397671,144.9738488
2017,1876,3,Unoccupied - Unused,144.9714,-37.809,-37.8090367,144.9714442
2017,1915,1,House/Townhouse,144.9275,-37.7911,-37.79113748,144.9274623
2017,,1,House/Townhouse,144.9335,-37.7963,-37.79626608,144.9335241
2017,,2,House/Townhouse,144.9715,-37.7953,-37.79526472,144.9715477
2017,1991,2,House/Townhouse,144.9256,-37.7889,-37.78890304,144.9256156
2017,,1,House/Townhouse,144.9312,-37.7978,-37.79776775,144.9312094
2017,1900,1,House/Townhouse,144.9402,-37.7895,-37.78947576,144.9402207
2017,,2,House/Townhouse,144.9659,-37.8016,-37.80159871,144.9658631
2017,2007,2,Storage,144.9301,-37.7996,-37.79960343,144.9300792
2017,1890,1,House/Townhouse,144.9768,-37.8095,-37.80946528,144.9768148
2017,,1,House/Townhouse,144.9432,-37.7955,-37.79548769,144.9431581
2017,1928,4,Residential Apartment,144.9643,-37.8013,-37.80131897,144.9642824
2017,,3,House/Townhouse,144.9491,-37.7991,-37.79912824,144.949134
2017,,2,Entertainment/Recreation - Indoor,144.9684,-37.7977,-37.79769238,144.968384
2017,1998,7,Residential Apartment,144.9804,-37.8097,-37.80968511,144.9803832
2017,,2,House/Townhouse,144.9899,-37.816,-37.81599637,144.9899091
2017,1926,3,Educational/Research,144.9593,-37.8081,-37.80809466,144.959341
2017,1866,2,"Performances, Conferences, Ceremonies",144.9673,-37.7964,-37.79636256,144.9672592
2017,1895,2,Retail - Shop,144.9658,-37.8122,-37.81223573,144.9658279
2017,,2,House/Townhouse,144.9853,-37.8136,-37.8136439,144.9852715
2017,2012,4,Residential Apartment,144.9864,-37.8339,-37.83391074,144.9863962
2017,2006,2,House/Townhouse,144.9406,-37.7794,-37.7793933,144.9406346
2017,,2,House/Townhouse,144.9556,-37.8047,-37.8046717,144.9556368
2017,,2,House/Townhouse,144.9184,-37.7951,-37.79505862,144.9183713
2017,,1,House/Townhouse,144.9291,-37.7953,-37.7952618,144.9290811
2017,1890,1,House/Townhouse,144.9665,-37.7983,-37.79827673,144.9665365
2017,,2,House/Townhouse,144.9442,-37.7973,-37.79733674,144.9441921
2017,,2,House/Townhouse,144.9183,-37.7937,-37.7937097,144.9182798
2017,1901,2,Retail - Shop,144.9486,-37.8088,-37.80878585,144.9485865
2017,1980,2,Residential Apartment,144.9855,-37.8359,-37.83586431,144.9855175
2017,1910,2,Office,144.9453,-37.8019,-37.8018923,144.945339
2017,1870,2,House/Townhouse,144.9458,-37.8029,-37.80285508,144.9458162
2017,,1,House/Townhouse,144.9341,-37.7964,-37.79635974,144.9341044
2017,,1,House/Townhouse,144.9288,-37.7974,-37.79736128,144.9288456
2017,,1,House/Townhouse,144.9253,-37.7928,-37.79278482,144.9252606
2017,1885,4,"Performances, Conferences, Ceremonies",144.9673,-37.8149,-37.81485638,144.9672766
2017,1930,2,Residential Apartment,144.9484,-37.7967,-37.79672733,144.9483787
2017,,1,House/Townhouse,144.9468,-37.8022,-37.80216331,144.9467847
2017,,2,House/Townhouse,144.9872,-37.8129,-37.81286544,144.9872361
2017,1920,1,Retail - Cars,144.9422,-37.8008,-37.80081568,144.9421809
2017,,2,House/Townhouse,144.9213,-37.7975,-37.79750419,144.9213076
2017,,2,House/Townhouse,144.9451,-37.8081,-37.80811502,144.9450825
2017,1950,1,Storage,144.9386,-37.7925,-37.7924662,144.9386246
2017,2015,1,Unoccupied - Under Construction,144.9397,-37.8147,-37.81470699,144.939715
2017,2002,26,Residential Apartment,144.9571,-37.8107,-37.81067687,144.9571368
2017,,2,House/Townhouse,144.9724,-37.7934,-37.79338893,144.9724056
2017,1959,13,Unoccupied - Under Construction,144.9608,-37.8124,-37.8123689,144.9607944
2017,,2,House/Townhouse,144.9861,-37.8133,-37.81332838,144.9860906
2017,1890,2,Unoccupied - Unused,144.9667,-37.8044,-37.80443702,144.966702
2017,1900,1,House/Townhouse,144.9298,-37.7933,-37.79326745,144.9297502
2017,1980,1,Manufacturing,144.9399,-37.8032,-37.80318011,144.9399316
2017,1900,1,House/Townhouse,144.9409,-37.7906,-37.79060678,144.9409376
2017,1930,4,Equipment Installation,144.9593,-37.8148,-37.81481066,144.9592816
2017,,2,House/Townhouse,144.9688,-37.8012,-37.80118367,144.9687921
2017,,1,House/Townhouse,144.9523,-37.8076,-37.80764129,144.9522508
2017,,3,Residential Apartment,144.9455,-37.8001,-37.8001108,144.9454512
2017,,1,House/Townhouse,144.943,-37.7957,-37.79568144,144.9430448
2017,,1,House/Townhouse,144.9827,-37.8366,-37.83664629,144.9826575
2017,,1,House/Townhouse,144.9498,-37.8006,-37.80055259,144.9497887
2017,1900,1,House/Townhouse,144.9338,-37.7895,-37.78953424,144.9338491
2017,,1,House/Townhouse,144.9449,-37.7932,-37.79320283,144.9448534
2017,,1,House/Townhouse,144.9471,-37.8061,-37.8061387,144.9470732
2017,2007,1,Storage,144.9301,-37.7996,-37.79960343,144.9300792
2017,1960,3,Office,144.9656,-37.8067,-37.80673945,144.9656388
2017,,2,House/Townhouse,144.9826,-37.8369,-37.83692867,144.9825994
2017,2004,10,Residential Apartment,144.9672,-37.8095,-37.80954006,144.9671867
2017,,2,House/Townhouse,144.9226,-37.7917,-37.79174114,144.922577
2017,2015,5,Residential Apartment,144.9709,-37.793,-37.79299505,144.9709208
2017,1989,2,House/Townhouse,144.9243,-37.7893,-37.78928616,144.9243163
2017,,2,House/Townhouse,144.986,-37.8138,-37.81378302,144.986013
2017,1910,3,Residential Apartment,144.9401,-37.778,-37.77799726,144.9400951
2017,1940,1,Retail - Shop,144.944,-37.802,-37.80195896,144.9439685
2017,1920,2,Retail - Shop,144.9711,-37.7959,-37.79585696,144.9710739
2017,,2,House/Townhouse,144.9894,-37.8142,-37.81419054,144.9893785
2017,1900,2,Entertainment/Recreation - Indoor,144.9751,-37.7948,-37.79482768,144.9750546
2017,2012,2,House/Townhouse,144.949,-37.8014,-37.80135159,144.9489668
2017,,2,House/Townhouse,144.9216,-37.7925,-37.79253637,144.9216187
2017,1954,2,Entertainment/Recreation - Indoor,144.9598,-37.8058,-37.80579221,144.9597546
2017,,2,House/Townhouse,144.9825,-37.8359,-37.83590066,144.9824555
2017,2010,3,House/Townhouse,144.9412,-37.7933,-37.79327307,144.9412166
2017,,2,Educational/Research,144.9524,-37.8125,-37.81250514,144.9524129
2017,,1,House/Townhouse,144.9466,-37.8055,-37.80550609,144.9465909
2017,,2,House/Townhouse,144.9509,-37.7999,-37.79986551,144.9508703
2017,1900,1,House/Townhouse,144.9408,-37.7903,-37.79031468,144.9408263
2017,1992,1,House/Townhouse,144.9248,-37.7895,-37.78946008,144.9247773
2017,,1,House/Townhouse,144.9561,-37.7959,-37.79587488,144.9560615
2017,,2,House/Townhouse,144.9239,-37.7956,-37.79556782,144.9238652
2017,2003,1,House/Townhouse,144.9204,-37.7969,-37.79691237,144.9204107
2017,2005,3,Office,144.9536,-37.8123,-37.81229606,144.9535989
2017,1900,1,House/Townhouse,144.928,-37.7909,-37.79091776,144.928049
2017,,2,House/Townhouse,144.9531,-37.8016,-37.80157527,144.9531397
2017,1965,2,Office,144.9655,-37.8037,-37.80366001,144.965496
2017,1910,2,Unoccupied - Under Renovation,144.9646,-37.8121,-37.81206229,144.9646254
2017,,2,House/Townhouse,144.9484,-37.7972,-37.7971505,144.948402
2017,,2,House/Townhouse,144.9431,-37.7908,-37.79076453,144.9430979
2017,1920,3,Storage,144.9656,-37.8141,-37.81407729,144.9655828
2017,1860,2,House/Townhouse,144.9554,-37.8056,-37.80559818,144.9554023
2017,1940,2,Residential Apartment,144.9831,-37.8364,-37.836356,144.9830969
2017,,1,House/Townhouse,144.9468,-37.8052,-37.80516392,144.9467794
2017,,6,Educational/Research,144.9612,-37.7969,-37.79688289,144.9611833
2017,,2,House/Townhouse,144.9519,-37.8052,-37.80517952,144.951869
2017,1930,2,Educational/Research,144.9511,-37.8115,-37.81154146,144.9511076
2017,,1,House/Townhouse,144.9438,-37.8043,-37.80427613,144.9438166
2017,,2,Residential Apartment,144.9821,-37.8346,-37.83456276,144.982096
2017,,1,House/Townhouse,144.9252,-37.7953,-37.79527163,144.9251879
2017,1870,2,Commercial Accommodation,144.9688,-37.8016,-37.80157407,144.9687565
2017,1880,2,Office,144.951,-37.805,-37.80500024,144.9509941
2017,1970,13,Residential Apartment,144.9274,-37.7974,-37.79743837,144.9274196
2017,,2,House/Townhouse,144.9861,-37.8301,-37.83012625,144.9860659
2017,,2,Entertainment/Recreation - Indoor,144.9667,-37.8044,-37.80443702,144.966702
2017,,1,House/Townhouse,144.9509,-37.8008,-37.80083283,144.950896
2017,1999,2,House/Townhouse,144.9216,-37.7965,-37.79652496,144.9216301
2017,1924,9,Commercial Accommodation,144.9642,-37.8143,-37.81432531,144.9641596
2017,1900,1,House/Townhouse,144.9402,-37.7898,-37.78981568,144.9401572
2017,,1,House/Townhouse,144.9897,-37.8103,-37.81025348,144.9897014
2017,,1,Entertainment/Recreation - Indoor,144.9524,-37.8075,-37.80751256,144.9524048
2017,1900,1,House/Townhouse,144.928,-37.7935,-37.79353682,144.9279989
2017,1912,6,Unoccupied - Unused,144.9731,-37.8133,-37.81330089,144.9730682
2017,1940,2,Residential Apartment,144.9867,-37.8361,-37.83608718,144.9867206
2017,1999,2,Residential Apartment,144.9206,-37.7975,-37.79750168,144.9205669
2017,2009,3,House/Townhouse,144.9499,-37.8048,-37.80475574,144.9499154
2017,,1,House/Townhouse,144.9808,-37.8357,-37.83566235,144.9808428
2017,,1,House/Townhouse,144.9701,-37.7965,-37.79648945,144.9701369
2017,,2,House/Townhouse,144.9529,-37.8046,-37.80457099,144.9529217
2017,2010,3,House/Townhouse,144.9468,-37.8018,-37.8017775,144.9467518
2017,1910,1,House/Townhouse,144.9306,-37.7915,-37.79148485,144.9306279
2017,,1,House/Townhouse,144.9905,-37.8128,-37.81281237,144.9904627
2017,,1,House/Townhouse,144.9298,-37.7957,-37.79565634,144.9297963
2017,,1,House/Townhouse,144.9451,-37.8032,-37.8031765,144.9451105
2017,1890,2,Office,144.9768,-37.8093,-37.80934545,144.9768078
2017,2011,2,Office,144.9377,-37.7974,-37.79737937,144.9377107
2017,1910,1,House/Townhouse,144.9344,-37.7926,-37.79262166,144.9343865
2017,2010,3,House/Townhouse,144.9408,-37.7928,-37.79275581,144.9408314
2017,,2,House/Townhouse,144.9729,-37.7996,-37.79957627,144.9728662
2017,,1,House/Townhouse,144.9894,-37.8192,-37.8191799,144.9893594
2017,,1,House/Townhouse,144.9801,-37.8346,-37.83455642,144.9801408
2017,2002,1,"Performances, Conferences, Ceremonies",144.9705,-37.8178,-37.81777783,144.9705233
2017,,2,House/Townhouse,144.9731,-37.793,-37.79301206,144.9730829
2017,,2,House/Townhouse,144.9674,-37.7957,-37.79567689,144.9673522
2017,,2,House/Townhouse,144.9189,-37.7949,-37.79492707,144.9188927
2017,1950,1,Equipment Installation,144.9554,-37.8129,-37.81285219,144.9553994
2017,,2,House/Townhouse,144.951,-37.8,-37.799951,144.9509772
2017,,2,House/Townhouse,144.9212,-37.7922,-37.79215983,144.9211559
2017,,1,House/Townhouse,144.9431,-37.8035,-37.80345521,144.9430847
2017,,1,House/Townhouse,144.9466,-37.804,-37.80402684,144.9465651
2017,,1,House/Townhouse,144.9279,-37.7947,-37.79466144,144.9278645
2017,1950,1,House/Townhouse,144.9314,-37.7984,-37.79840372,144.9314271
2017,,1,House/Townhouse,144.933,-37.7963,-37.79627762,144.9329535
2017,1912,8,Office,144.9593,-37.8171,-37.81714101,144.9592877
2017,1900,1,House/Townhouse,144.9307,-37.7911,-37.79105274,144.9306776
2017,,1,House/Townhouse,144.9454,-37.8044,-37.80442527,144.9454253
2017,1910,4,"Performances, Conferences, Ceremonies",144.9501,-37.8042,-37.80424857,144.9501303
2017,1950,2,Unoccupied - Unused,144.9444,-37.8018,-37.8018454,144.9444243
2017,,2,House/Townhouse,144.9861,-37.8306,-37.83055142,144.9861482
2017,,3,Residential Apartment,144.9479,-37.7979,-37.79785988,144.9478604
2017,,2,House/Townhouse,144.9203,-37.7945,-37.79446468,144.9202919
2017,1970,1,Storage,144.9475,-37.8018,-37.80184944,144.9474726
2017,2006,2,House/Townhouse,144.9411,-37.7804,-37.78036583,144.9411105
2017,1905,1,House/Townhouse,144.9319,-37.791,-37.79098969,144.9318817
2017,2002,2,Storage,144.9343,-37.7981,-37.79810341,144.9343395
2017,,3,House/Townhouse,144.9428,-37.8028,-37.80277333,144.9427578
2017,,2,House/Townhouse,144.9209,-37.7916,-37.79161026,144.9209049
2017,1999,3,House/Townhouse,144.9224,-37.7958,-37.79583387,144.9224202
2017,,2,House/Townhouse,144.9557,-37.8045,-37.80453704,144.9556599
2017,,1,House/Townhouse,144.9299,-37.7962,-37.79624107,144.9299257
2017,1976,2,Residential Apartment,144.9414,-37.7855,-37.78553551,144.941401
2017,,2,House/Townhouse,144.9848,-37.8325,-37.83245801,144.9847943
2017,1991,2,House/Townhouse,144.922,-37.7941,-37.79410557,144.9219797
2017,1990,1,Storage,144.921,-37.8107,-37.81068401,144.9210305
2017,1999,2,Residential Apartment,144.9714,-37.7967,-37.79674967,144.9713758
2017,1890,2,Entertainment/Recreation - Indoor,144.9668,-37.7999,-37.79986706,144.9667713
2017,1991,6,Unoccupied - Unused,144.9616,-37.8226,-37.82259128,144.9615686
2017,1987,1,Retail - Shop,144.9694,-37.7971,-37.79713782,144.9693918
2017,,1,House/Townhouse,144.9448,-37.808,-37.80799145,144.9448482
2017,,1,House/Townhouse,144.9301,-37.7977,-37.79770631,144.9300507
2017,1873,2,Office,144.9514,-37.8051,-37.80506459,144.9514327
2017,,2,House/Townhouse,144.9497,-37.7968,-37.79675276,144.9496686
2017,,1,House/Townhouse,144.9247,-37.7925,-37.79254289,144.9246988
2017,,3,Commercial Accommodation,144.9479,-37.7953,-37.79531449,144.9478971
